iter	RMSE
1098	219811.8351
1099	219754.3921
1100	219670.5645
1101	219609.5434
1102	219538.1713
1103	219504.6655
1104	219447.1801
1105	219421.9039
1106	219366.9831
1107	219305.7263
1108	219254.1835
1109	219149.679
1110	219027.2466
1111	218986.2965
1112	218958.0114
1113	218890.7608
1114	218824.2744
1115	218805.377
1116	218754.5195
1117	218694.642
1118	218617.7849
1119	218585.7814
1120	218531.2182
1121	218486.4658
1122	218421.508
1123	218367.6996
1124	218322.3438
1125	218269.8631
1126	218217.0431
1127	218117.0905
1128	218078.1406
1129	217992.9699
1130	217894.9429
1131	217848.4923
1132	217769.703
1133	217745.5222
1134	217705.0147
1135	217643.2818
1136	217594.9034
1137	217574.2116
1138	217516.0824
1139	217478.5018
1140	217417.2265
1141	217325.1089
1142	217290.2648
1143	217255.9464
1144	217197.7476
1145	217111.7101
1146	217067.7362
1147	217040.0994
1148	217007.3205
1149	216977.3002
1150	216920.8846
1151	216884.0331
1152	216845.8684
1153	216786.1496
1154	216752.7217
1155	216704.3915
1156	216622.8744
1157	216585.8058
1158	216527.9458
1159	216496.8079
1160	216432.8064
1161	216373.0539
1162	216331.2441
1163	216290.7793
1164	216212.7989
1165	216146.3779
1166	216078.5268
1167	216043.2731
1168	216007.7334
1169	215944.9917
1170	215898.0424
1171	215846.2318
1172	215808.5593
1173	215761.8085
1174	215672.5961
1175	215621.1048
1176	215570.2309
1177	215515.5351
1178	215487.9183
1179	215471.1502
1180	215410.4759
1181	215377.7152
1182	215338.6155
1183	215298.3952
1184	215296.2015
1185	215228.3911
1186	215182.5518
1187	215180.5016
1188	215129.776
1189	215088.5399
1190	215036.1146
1191	215034.1978
1192	214993.325
1193	214982.4132
1194	214922.8308
1195	214876.1806
1196	214801.1943
1197	214752.3388
1198	214685.6304
1199	214663.0855
1200	214626.8138
1201	214581.7629
1202	214546.0762
1203	214510.4721
1204	214453.7822
1205	214410.9321
1206	214353.9539
1207	214314.7527
1208	214259.5624
1209	214226.559
1210	214162.5466
1211	214082.0426
1212	214035.5072
1213	213982.5815
1214	213944.5486
1215	213895.3559
1216	213865.5209
1217	213811.4981
1218	213739.4876
1219	213713.9811
1220	213681.839
1221	213619.2552
1222	213583.923
1223	213519.153
1224	213494.9136
1225	213464.1458
1226	213409.8268
1227	213372.8813
1228	213345.6937
1229	213283.1191
1230	213237.2961
1231	213169.0008
1232	213133.1079
1233	213092.9175
1234	213061.9196
1235	213026.8417
1236	212994.7684
1237	212930.0481
1238	212900.7675
1239	212823.8219
1240	212801.2692
1241	212753.8012
1242	212709.5885
1243	212671.5307
1244	212644.3093
1245	212613.8221
1246	212580.0944
1247	212548.4019
1248	212501.2775
1249	212460.1445
1250	212433.4269
1251	212386.7326
1252	212348.7804
1253	212315.8673
1254	212252.2541
1255	212177.7948
1256	212115.5337
1257	212089.3436
1258	212037.0287
1259	211952.9929
1260	211893.5723
1261	211853.8148
1262	211822.3311
1263	211808.3376
1264	211749.6362
1265	211716.6029
1266	211667.692
1267	211534.2196
1268	211481.5779
1269	211465.8179
1270	211421.8551
1271	211365.0663
1272	211316.9255
1273	211264.0486
1274	211197.3305
1275	211149.9391
1276	211094.0905
1277	211036.6941
1278	211007.3034
1279	210951.8278
1280	210907.5175
1281	210872.0909
1282	210870.2985
1283	210817.6462
1284	210764.0404
1285	210750.4134
1286	210724.1449
1287	210687.1668
1288	210642.9431
1289	210595.6827
1290	210557.6893
1291	210520.1427
1292	210483.1383
1293	210432.7688
1294	210400.5544
1295	210357.3693
1296	210312.9556
1297	210232.825
1298	210171.1698
1299	210119.8794
1300	210073.1906
1301	210026.7863
1302	209979.3358
1303	209914.9449
1304	209886.4955
1305	209834.5957
1306	209792.5727
1307	209752.918
1308	209705.901
1309	209641.6889
1310	209594.7926
1311	209565.8489
1312	209519.6793
1313	209480.5873
1314	209442.3005
1315	209359.3768
1316	209339.6485
1317	209316.6082
1318	209268.4793
1319	209223.784
1320	209206.5871
1321	209161.9328
1322	209035.8294
1323	209019.1084
1324	208987.4149
1325	208939.9864
1326	208864.6741
1327	208829.5026
1328	208770.6073
1329	208736.8624
1330	208692.3723
1331	208638.5284
1332	208594.162
1333	208560.986
1334	208500.8177
1335	208435.263
1336	208391.0718
1337	208349.1556
1338	208300.1793
1339	208266.0562
1340	208231.3624
1341	208151.3001
1342	208135.4409
1343	208103.335
1344	208079.0456
1345	208043.2433
1346	208026.1968
1347	208001.5262
1348	207962.3062
1349	207902.9172
1350	207886.5863
1351	207862.3765
1352	207788.0818
1353	207754.6159
1354	207720.3759
1355	207706.0697
1356	207657.0973
1357	207584.7104
1358	207545.3157
1359	207507.5753
1360	207473.6929
1361	207447.975
1362	207387.6879
1363	207363.8562
1364	207313.129
1365	207271.7007
1366	207241.2383
1367	207203.1457
1368	207165.2084
1369	207139.2027
1370	207068.2266
1371	207044.0779
1372	206993.6352
1373	206961.6316
1374	206921.8397
1375	206858.7347
1376	206821.6999
1377	206790.1703
1378	206747.4136
1379	206722.2466
1380	206697.8633
1381	206653.2183
1382	206595.5619
1383	206555.9511
1384	206498.141
1385	206479.9829
1386	206437.0637
1387	206364.9407
1388	206340.0729
1389	206284.8989
1390	206240.2435
1391	206188.3144
1392	206159.4822
1393	206108.7492
1394	206080.1342
1395	206042.1253
1396	205995.3708
1397	205952.9215
1398	205929.7531
1399	205881.7903
1400	205849.2327
1401	205794.2774
1402	205762.7353
1403	205710.2895
1404	205679.095
1405	205620.0475
1406	205579.9327
1407	205539.6743
1408	205480.1275
1409	205438.4526
1410	205391.5963
1411	205362.9298
1412	205331.3265
1413	205277.6368
1414	205233.3006
1415	205194.1548
1416	205158.7611
1417	205132.8084
1418	205092.081
1419	205069.471
1420	205038.8096
1421	204989.7935
1422	204973.8791
1423	204960.806
1424	204929.632
1425	204897.252
1426	204861.7183
1427	204846.6837
1428	204820.1007
1429	204799.1249
1430	204773.7768
1431	204742.53
1432	204691.7689
1433	204635.9989
1434	204603.5092
1435	204583.2076
1436	204550.7979
1437	204518.2891
1438	204493.8634
1439	204473.1839
1440	204436.5442
1441	204419.0327
1442	204354.901
1443	204313.1766
1444	204256.5486
1445	204226.704
1446	204202.2173
1447	204158.2317
1448	204112.4117
1449	204086.2183
1450	204076.3478
1451	204043.5363
1452	203979.1401
1453	203952.8221
1454	203921.5901
1455	203813.6837
1456	203791.8346
1457	203765.9887
1458	203734.8488
1459	203648.1137
1460	203586.9207
1461	203559.1356
1462	203501.8785
1463	203452.7396
1464	203398.9917
1465	203382.4806
1466	203329.7558
1467	203295.1549
1468	203264.9639
1469	203235.3469
1470	203183.3795
1471	203133.2984
1472	203088.312
1473	203052.6649
1474	203020.2641
1475	202985.0434
1476	202948.006
1477	202903.0909
1478	202856.7564
1479	202806.4594
1480	202770.0047
1481	202748.8338
1482	202717.483
1483	202679.5355
1484	202630.9069
1485	202595.1094
1486	202578.9872
1487	202541.362
1488	202498.9517
1489	202465.6589
1490	202430.0266
1491	202364.3156
1492	202305.804
1493	202297.3423
1494	202253.7949
1495	202192.492
1496	202128.8263
1497	202116.1032
1498	202049.8636
1499	202005.7459
1500	201985.0861
1501	201933.3061
1502	201888.38
1503	201840.5554
1504	201836.6809
1505	201806.2674
1506	201742.8993
1507	201700.0719
1508	201656.9851
1509	201648.1836
1510	201613.8662
1511	201585.6226
1512	201549.5218
1513	201491.3663
1514	201463.2715
1515	201437.6444
1516	201403.7582
1517	201370.649
1518	201347.1369
1519	201310.6332
1520	201255.9888
1521	201221.7978
1522	201085.6418
1523	201067.4363
1524	201015.887
1525	200973.7906
1526	200947.917
1527	200919.1553
1528	200887.0233
1529	200839.8595
1530	200813.8485
1531	200800.2551
1532	200767.3347
1533	200740.6159
1534	200699.3539
1535	200661.3642
1536	200629.1024
1537	200598.2589
1538	200580.9637
1539	200523.4274
1540	200506.8801
1541	200489.7027
1542	200432.7022
1543	200420.8644
1544	200402.9185
1545	200370.5116
1546	200339.6857
1547	200310.3488
1548	200273.2091
1549	200245.075
1550	200209.1653
1551	200172.3078
1552	200149.7562
1553	200123.6895
1554	200081.0529
1555	200052.2683
1556	200028.0157
1557	199989.9764
1558	199926.3189
1559	199894.9804
1560	199865.5289
1561	199812.064
1562	199762.1615
1563	199722.1184
1564	199698.806
1565	199653.0125
1566	199620.8426
1567	199580.1261
1568	199528.9688
1569	199504.1471
1570	199496.5399
1571	199485.0249
1572	199452.7533
1573	199433.1774
1574	199404.1214
1575	199386.606
1576	199335.6769
1577	199288.8984
1578	199254.5719
1579	199198.3444
1580	199159.2337
1581	199124.8026
1582	199078.3916
1583	199032.0924
1584	199006.0959
1585	198979.7658
1586	198943.5653
1587	198899.9587
1588	198867.1501
1589	198831.789
1590	198808.9277
1591	198763.9291
1592	198747.2995
1593	198716.618
1594	198676.5323
1595	198655.569
1596	198639.0959
1597	198577.3517
1598	198548.5186
1599	198531.673
1600	198510.2165
1601	198490.556
1602	198438.8299
1603	198398.5242
1604	198332.5763
1605	198302.1253
1606	198271.9453
1607	198249.2414
1608	198228.3909
1609	198183.3999
1610	198147.533
1611	198114.9395
1612	198048.7454
1613	198021.2898
1614	197978.0311
1615	197962.4848
1616	197908.921
1617	197863.1164
1618	197837.9268
1619	197786.2606
1620	197751.7363
1621	197724.9481
1622	197687.488
1623	197630.5317
1624	197595.3411
1625	197565.5367
1626	197531.5682
1627	197500.8719
1628	197459.3125
1629	197430.3161
1630	197383.3482
1631	197349.1344
1632	197315.3703
1633	197276.1894
1634	197258.9498
1635	197205.806
1636	197176.8902
1637	197146.5209
1638	197116.3709
1639	197063.4419
1640	197031.3074
1641	197000.4764
1642	196957.3964
1643	196932.2661
1644	196916.9986
1645	196892.5657
1646	196860.3463
1647	196839.3985
1648	196798.6514
1649	196763.4285
1650	196736.7631
1651	196694.0886
1652	196663.7313
1653	196630.6248
1654	196603.4999
1655	196563.7172
1656	196533.0117
1657	196519.9864
1658	196495.4539
1659	196464.381
1660	196417.4939
1661	196392.3504
1662	196367.058
1663	196345.864
1664	196310.2149
1665	196259.7252
1666	196215.7884
1667	196171.1947
1668	196140.4062
1669	196117.7906
1670	196077.4515
1671	196052.2726
1672	196027.948
1673	196004.6341
1674	195976.3622
1675	195949.1025
1676	195906.6513
1677	195885.7775
1678	195839.6601
1679	195793.361
1680	195746.7886
1681	195705.0915
1682	195676.9224
1683	195652.2591
1684	195602.9007
