iter	Passed	Remaining
1661	86786	17649
1662	86833	17596
1663	86886	17544
1664	86941	17492
1665	86996	17441
1666	87050	17389
1667	87096	17335
1668	87147	17283
1669	87201	17231
1670	87252	17178
1671	87304	17126
1672	87352	17073
1673	87404	17021
1674	87460	16969
1675	87508	16916
1676	87562	16865
1677	87613	16812
1678	87683	16763
1679	87742	16712
1680	87793	16660
1681	87862	16611
1682	87916	16559
1683	87973	16508
1684	88023	16455
1685	88077	16403
1686	88147	16354
1687	88196	16301
1688	88245	16248
1689	88299	16196
1690	88348	16144
1691	88404	16092
1692	88461	16041
1693	88511	15988
1694	88571	15937
1695	88634	15887
1696	88694	15836
1697	88752	15785
1698	88808	15733
1699	88864	15682
1700	88914	15629
1701	88966	15577
1702	89023	15525
1703	89083	15474
1704	89131	15421
1705	89181	15368
1706	89232	15316
1707	89283	15263
1708	89331	15211
1709	89382	15158
1710	89434	15106
1711	89482	15053
1712	89533	15000
1713	89586	14948
1714	89636	14895
1715	89738	14851
1716	89805	14801
1717	89861	14750
1718	89910	14697
1719	89960	14644
1720	90010	14592
1721	90062	14539
1722	90115	14487
1723	90167	14435
1724	90218	14382
1725	90272	14330
1726	90321	14277
1727	90371	14225
1728	90423	14172
1729	90474	14120
1730	90528	14068
1731	90584	14016
1732	90639	13964
1733	90701	13913
1734	90760	13862
1735	90811	13810
1736	90863	13757
1737	90916	13705
1738	90965	13652
1739	91015	13600
1740	91072	13548
1741	91126	13496
1742	91176	13443
1743	91227	13391
1744	91282	13339
1745	91329	13286
1746	91382	13234
1747	91438	13182
1748	91491	13129
1749	91538	13076
1750	91588	13024
1751	91653	12973
1752	91712	12922
1753	91761	12869
1754	91816	12817
1755	91869	12765
1756	91923	12713
1757	91980	12661
1758	92037	12610
1759	92090	12557
1760	92144	12505
1761	92196	12453
1762	92247	12400
1763	92299	12348
1764	92362	12297
1765	92409	12244
1766	92462	12192
1767	92516	12140
1768	92572	12088
1769	92634	12037
1770	92689	11985
1771	92740	11932
1772	92791	11880
1773	92842	11827
1774	92893	11775
1775	92945	11722
1776	93001	11670
1777	93061	11619
1778	93098	11565
1779	93153	11513
1780	93206	11461
1781	93255	11408
1782	93305	11355
1783	93355	11303
1784	93403	11250
1785	93458	11198
1786	93507	11145
1787	93554	11092
1788	93600	11039
1789	93657	10987
1790	93716	10936
1791	93770	10884
1792	93817	10831
1793	93872	10779
1794	93922	10726
1795	93988	10675
1796	94039	10623
1797	94091	10570
1798	94144	10518
1799	94195	10466
1800	94248	10413
1801	94300	10361
1802	94355	10309
1803	94407	10257
1804	94465	10205
1805	94511	10152
1806	94559	10099
1807	94617	10047
1808	94675	9996
1809	94731	9944
1810	94784	9891
1811	94833	9839
1812	94878	9786
1813	94932	9733
1814	94990	9682
1815	95037	9629
1816	95087	9576
1817	95144	9524
1818	95197	9472
1819	95242	9419
1820	95287	9366
1821	95339	9314
1822	95388	9261
1823	95433	9208
1824	95485	9156
1825	95534	9103
1826	95590	9051
1827	95646	8999
1828	95704	8947
1829	95761	8895
1830	95815	8843
1831	95866	8791
1832	95916	8738
1833	95974	8686
1834	96028	8634
1835	96078	8582
1836	96131	8529
1837	96180	8477
1838	96231	8424
1839	96279	8372
1840	96333	8319
1841	96385	8267
1842	96436	8215
1843	96485	8162
1844	96533	8109
1845	96591	8057
1846	96653	8006
1847	96708	7954
1848	96778	7903
1849	96817	7850
1850	96881	7798
1851	96938	7746
1852	96992	7694
1853	97045	7642
1854	97094	7589
1855	97147	7537
1856	97196	7484
1857	97241	7431
1858	97291	7379
1859	97349	7327
1860	97397	7274
1861	97458	7223
1862	97516	7171
1863	97573	7119
1864	97642	7067
1865	97702	7016
1866	97752	6963
1867	97799	6910
1868	97849	6858
1869	97899	6805
1870	97950	6753
1871	98001	6700
1872	98065	6649
1873	98121	6597
1874	98173	6544
1875	98226	6492
1876	98279	6440
1877	98330	6387
1878	98384	6335
1879	98433	6282
1880	98500	6231
1881	98554	6179
1882	98615	6127
1883	98679	6075
1884	98729	6023
1885	98784	5971
1886	98835	5918
1887	98890	5866
1888	98938	5813
1889	98988	5761
1890	99034	5708
1891	99084	5655
1892	99133	5603
1893	99179	5550
1894	99232	5498
1895	99289	5446
1896	99341	5393
1897	99394	5341
1898	99445	5289
1899	99495	5236
1900	99550	5184
1901	99605	5132
1902	99652	5079
1903	99708	5027
1904	99760	4974
1905	99811	4922
1906	99855	4869
1907	99912	4817
1908	99962	4765
1909	100017	4712
1910	100066	4660
1911	100117	4607
1912	100165	4555
1913	100211	4502
1914	100262	4450
1915	100308	4397
1916	100360	4345
1917	100412	4292
1918	100465	4240
1919	100515	4188
1920	100567	4135
1921	100627	4083
1922	100690	4031
1923	100744	3979
1924	100787	3926
1925	100841	3874
1926	100892	3822
1927	100954	3770
1928	101008	3717
1929	101059	3665
1930	101114	3613
1931	101162	3560
1932	101214	3508
1933	101270	3455
1934	101316	3403
1935	101370	3351
1936	101422	3298
1937	101475	3246
1938	101530	3194
1939	101583	3141
1940	101646	3089
1941	101702	3037
1942	101755	2985
1943	101821	2933
1944	101872	2880
1945	101931	2828
1946	101983	2776
1947	102036	2723
1948	102085	2671
1949	102142	2619
1950	102188	2566
1951	102243	2514
1952	102289	2461
1953	102341	2409
1954	102390	2356
1955	102437	2304
1956	102489	2251
1957	102539	2199
1958	102596	2147
1959	102653	2094
1960	102706	2042
1961	102757	1990
1962	102804	1937
1963	102866	1885
1964	102916	1833
1965	102970	1780
1966	103016	1728
1967	103063	1675
1968	103114	1623
1969	103170	1571
1970	103235	1518
1971	103283	1466
1972	103333	1414
1973	103386	1361
1974	103437	1309
1975	103491	1256
1976	103550	1204
1977	103610	1152
1978	103665	1100
1979	103725	1047
1980	103779	995
1981	103831	942
1982	103887	890
1983	103938	838
1984	103987	785
1985	104037	733
1986	104085	680
1987	104128	628
1988	104176	576
1989	104221	523
1990	104268	471
1991	104312	418
1992	104360	366
1993	104411	314
1994	104462	261
1995	104515	209
1996	104566	157
1997	104626	104
1998	104681	52
1999	104727	0
